itemID	zoteroKey	itemType	title	authors	date	DOI	collections	attachment_count	attachment_available_count	attachment_paths
869	BUBFJ5LD	journalArticle	Enhancing robotic telesurgery with sensorless haptic feedback	Nural Yilmaz; Brendan Burkhart; Anton Deguet; Peter Kazanzides; Ugur Tumerdem	2024-06	10.1007/s11548-024-03117-y	血管介入 / 增强反馈透明度理论深度的论文	1	1	C:\Users\Sui\Zotero\storage\PNBVFADG\Yilmaz 等 - 2024 - Enhancing robotic telesurgery with sensorless haptic feedback.pdf [可用]
894	WRYYFQ5Z	journalArticle	Portable and Versatile Catheter Robot for Image-Guided Cardiovascular Interventions	Nikhil Tej Kantu; Weibo Gao; Nitin Srinivasan; Gregory D. Buckner; Hao Su	2025-12	10.1109/TMECH.2025.3559911	血管介入 / 增强反馈透明度理论深度的论文	1	1	C:\Users\Sui\Zotero\storage\JPLXSGPB\Kantu 等 - 2025 - Portable and Versatile Catheter Robot for Image-Guided Cardiovascular Interventions.pdf [可用]
903	SW96PFV9	journalArticle	Dynamic locomotion synchronization of bipedal robot and human operator via bilateral feedback teleoperation	Joao Ramos; Sangbae Kim	2019-10	10.1126/scirobotics.aav4282	血管介入 / 增强反馈透明度理论深度的论文 / 状态切换的稳定性	4	4	C:\Users\Sui\Zotero\storage\TBRFEXTT\Ramos和Kim - 2019 - Dynamic locomotion synchronization of bipedal robot and human operator via bilateral feedback teleop.pdf [可用] | C:\Users\Sui\Zotero\storage\X8Y3XIEV\Ramos和Kim - 2019 - Dynamic locomotion synchronization of bipedal robot and human operator via bilateral feedback teleop-mono.pdf [可用] | C:\Users\Sui\Zotero\storage\H9TQ7943\Ramos和Kim - 2019 - Dynamic locomotion synchronization of bipedal robot and human operator via bilateral feedback teleop-dual.pdf [可用] | C:\Users\Sui\Zotero\storage\HXMGELUX\Ramos和Kim - 2019 - Dynamic locomotion synchronization of bipedal robot and human operator via bilateral feedback teleop-mono-cut.pdf [可用]
909	K5YU454U	journalArticle	Design and analysis of feeder mechanism for buckling prevention in robotic catheterization	Hyunwoo Baek; Byungsik Cheon; Jae Min You; Dong-Soo Kwon	2022-08	10.1093/jcde/qwac065	血管介入 / 增强反馈透明度理论深度的论文	2	2	C:\Users\Sui\Zotero\storage\3QDQ6CQC\qwac065.html [可用] | C:\Users\Sui\Zotero\storage\AKTHRD87\Baek 等 - 2022 - Design and analysis of feeder mechanism for buckling prevention in robotic catheterization.pdf [可用]
915	PFI8EIZ5	journalArticle	Two-Layer-Based Multiarms Bilateral Teleoperation Architecture	Marco Minelli; Nicola Piccinelli; Fabio Falezza; Federica Ferraguti; Riccardo Muradore; Cristian Secchi	2023-05	10.1109/TCST.2022.3225732	血管介入 / 增强反馈透明度理论深度的论文 / 主从系统相关控制方法	1	1	C:\Users\Sui\Zotero\storage\GGHWY6XF\Minelli 等 - 2023 - Two-Layer-Based Multiarms Bilateral Teleoperation Architecture.pdf [可用]
918	SNZ264MX	journalArticle	Observer-based adaptive force–position control for nonlinear bilateral teleoperation with time delay	Seyed Ali Mohamad Dehghan; Hamid Reza Koofigar; Hamid Sadeghian; Mohsen Ekramian	2021-02	10.1016/j.conengprac.2020.104679	血管介入 / 增强反馈透明度理论深度的论文 / 主从系统相关控制方法	1	1	C:\Users\Sui\Zotero\storage\GC4WXANC\Dehghan 等 - 2021 - Observer-based adaptive force–position control for nonlinear bilateral teleoperation with time delay.pdf [可用]
920	PKTFZ3IQ	journalArticle	On the finite time force estimation for bilateral teleoperation of robot manipulators with time varying delays	Evert J. Guajardo-Benavides; Marco A. Arteaga	2023-09	10.1016/j.conengprac.2023.105622	血管介入 / 增强反馈透明度理论深度的论文 / 主从系统相关控制方法	1	1	C:\Users\Sui\Zotero\storage\5W8WYLL5\Guajardo-Benavides和Arteaga - 2023 - On the finite time force estimation for bilateral teleoperation of robot manipulators with time vary.pdf [可用]
921	8Q2H9BCY	preprint	A Master-Follower Teleoperation System for Robotic Catheterization: Design, Characterization, and Tracking Control	Ali A. Nazari; Jeremy Catania; Soroush Sadeghian; Amir Jalali; Houman Masnavi; Farrokh Janabi-Sharifi; Kourosh Zareinia	2025-02	10.48550/arXiv.2407.13162	血管介入 / 增强反馈透明度理论深度的论文 / 主从系统相关控制方法	2	2	C:\Users\Sui\Zotero\storage\PWA64WL4\2407.html [可用] | C:\Users\Sui\Zotero\storage\CPGL7ZJ5\Nazari 等 - 2025 - A Master-Follower Teleoperation System for Robotic Catheterization Design, Characterization, and Tr.pdf [可用]
925	IG4S5TFH	journalArticle	Linearized Virtual Energy Tank for Passivity-Based Bilateral Teleoperation Using Linear MPC	Nicola Piccinelli; Riccardo Muradore	2025	10.1109/TRO.2025.3554447	血管介入 / 增强反馈透明度理论深度的论文 / 主从系统相关控制方法	1	1	C:\Users\Sui\Zotero\storage\YTMTQZGA\Piccinelli和Muradore - 2025 - Linearized Virtual Energy Tank for Passivity-Based Bilateral Teleoperation Using Linear MPC.pdf [可用]
928	AHVKQK6S	conferencePaper	A robotic system for percutaneous coronary intervention equipped with a steerable catheter and force feedback function	H.-J. Cha; H.-S. Yoon; K. Y. Jung; B.-J. Yi; S. Lee; J. Y. Won	2016-10	10.1109/IROS.2016.7759194	血管介入 / 从端传感器数据对比	1	1	C:\Users\Sui\Zotero\storage\7HDBLERF\Cha 等 - 2016 - A robotic system for percutaneous coronary intervention equipped with a steerable catheter and force.pdf [可用]
929	RSG76KGR	journalArticle	A Reciprocating Delivery Device-Based Endovascular Intervention Robot With Multimanipulators Collaboration	Sheng Cao; Shuxiang Guo; Jian Guo; Jian Wang; Yongxin Zhang; Yongwei Zhang; Pengfei Yang; Jianmin Liu	2024	10.1109/TIM.2023.3342853	血管介入 / 夹持往复 | 血管介入 / 夹持机构 | 血管介入 / 小论文真正有用的	4	4	C:\Users\Sui\Zotero\storage\RUU6EJUC\Cao 等 - 2024 - A Reciprocating Delivery Device-Based Endovascular Intervention Robot With Multimanipulators Collabo.pdf [可用] | C:\Users\Sui\Zotero\storage\MNQ7SQG6\Cao 等 - 2024 - A Reciprocating Delivery Device-Based Endovascular Intervention Robot With Multimanipulators Collabo.no_watermark.zh-CN.mono.pdf [可用] | C:\Users\Sui\Zotero\storage\KCER5JYY\Cao 等 - 2024 - A Reciprocating Delivery Device-Based Endovascular Intervention Robot With Multimanipulators Collabo.no_watermark.zh-CN.dual.pdf [可用] | C:\Users\Sui\Zotero\storage\KMB3H74Q\Cao 等 - 2024 - A Reciprocating Delivery Device-Based Endovascular Intervention Robot With Multimanipulators Collabo.no_watermark.zh-CN.mono-cut.pdf [可用]
936	VF7MSNNS	journalArticle	Toward AI-Powered Neurovascular Intervention: From Imaging to XR-Robotic Convergence	阿丽莎 库纳皮农; 杰克里特· 苏塔孔; 迪利普 西瓦拉曼; Dittapong Songsaeng	2026-04	10.1161/STROKEAHA.125.053121	血管介入 / 智能方法	0	0	
937	KPTPELQA	journalArticle	The Design of Endovascular Robots for Cardiac Interventions: A Survey	Natalia M. Alekseeva; Alexander G. Viller; Alexey M. Romanov	2025	10.1002/rob.22480	血管介入 / 夹持机构 | 血管介入 / 小论文真正有用的	2	2	C:\Users\Sui\Zotero\storage\ZEDRNX3M\rob.html [可用] | C:\Users\Sui\Zotero\storage\RDU6T53X\Alekseeva 等 - 2025 - The Design of Endovascular Robots for Cardiac Interventions A Survey.pdf [可用]
940	LHFK2KRM	journalArticle	A High-Precision Positioning and Force Sensing Robotic System for Multi-Instrument Manipulation During Robot-Assisted Endovascular Intervention	Wenke Duan; Wenjing Du; Zihao Li; Toluwanimi Oluwadra Akinyemi; Olatunji Mumini Omisore; Qiqi Pan; Xingyu Chen; Hongbo Wang; Lei Wang	2026	10.1109/TIM.2026.3679188	血管介入 / 夹持机构 | 血管介入 / 小论文真正有用的	1	1	C:\Users\Sui\Zotero\storage\NGSK9NT4\Duan 等 - 2026 - A High-Precision Positioning and Force Sensing Robotic System for Multi-Instrument Manipulation Duri.pdf [可用]
942	684IQDTJ	journalArticle	Deep-Learning-Based Force Sensing Method for a Flexible Endovascular Surgery Robot	Chuqiao Lyu; Shuxiang Guo; Yonggan Yan; Yongxin Zhang; Yongwei Zhang; Pengfei Yang; Jianmin Liu	2024	10.1109/TIM.2024.3381290	血管介入 / 安全方法	1	1	C:\Users\Sui\Zotero\storage\WXK3W9H9\Lyu 等 - 2024 - Deep-Learning-Based Force Sensing Method for a Flexible Endovascular Surgery Robot.pdf [可用]
944	9ZPYG6PU	journalArticle	LegoBot: Modular, Compact, Device-Agnostic Robot for Endovascular Catheter and Guidewire Manipulation in Stroke Thrombectomy	Weibo Gao; Nitin Srinivasan; Dongming Piao; Qianhe Fan; Miki Guo; Rui Li; Peter Patalano; Hao Su	2026	10.1109/TMECH.2026.3695773	血管介入 / 小论文真正有用的	3	3	C:\Users\Sui\Zotero\storage\FN3SSUWJ\Gao 等 - 2026 - LegoBot Modular, Compact, Device-Agnostic Robot for Endovascular Catheter and Guidewire Manipulatio.pdf [可用] | C:\Users\Sui\Zotero\storage\7NMDT9L8\Gao 等 - LegoBot Modular, Compact, Device-Agnostic Robot for Endovascular Catheter and Guidewire Manipulatio.pdf [可用] | C:\Users\Sui\Zotero\storage\MSLFMYY6\Gao 等 - 2026 - LegoBot Modular, Compact, Device-Agnostic Robot for Endovascular Catheter and Guidewire Manipulatio.zh-CN.mono.pdf [可用]
946	A9CS3M8P	journalArticle	Natural Human–Robot Interaction for Vascular Interventional Surgery: Design and Evaluation of a Leader Device With Haptic Feedback	Xiaoliang Jin; Aiguo Song; Lifeng Zhu; Cheng Wang	2025-10	10.1109/THMS.2025.3591542	血管介入 / 小论文真正有用的	1	1	C:\Users\Sui\Zotero\storage\2Z7DQNR3\Jin 等 - 2025 - Natural Human–Robot Interaction for Vascular Interventional Surgery Design and Evaluation of a Lead.pdf [可用]
949	ZAAWJJN2	journalArticle	Linearized Virtual Energy Tank for Passivity-Based Bilateral Teleoperation Using Linear MPC	Nicola Piccinelli; Riccardo Muradore	2025	10.1109/TRO.2025.3554447	血管介入 / 增强反馈透明度理论深度的论文 / 主从系统相关控制方法	1	1	C:\Users\Sui\Zotero\storage\5XKZZDS7\Piccinelli和Muradore - 2025 - Linearized Virtual Energy Tank for Passivity-Based Bilateral Teleoperation Using Linear MPC.pdf [可用]
1456	WMJWZHZA	journalArticle	Force Measurement in Robot-Assisted Endovascular Procedures: A Systematic Review	Matteo Pantano; Teris Wolf; Philipp Mathea; Nikola Fischer; Steven J. Blacker; Christos Bergeles; Franziska Mathis-Ullrich; Thomas C. Booth; Sebastien Ourselin; Rebecca Fahrig	2026-05	10.1109/TMRB.2026.3680997	血管介入 / 综述	1	1	C:\Users\Sui\Zotero\storage\MJWQUY9D\Pantano 等 - 2026 - Force Measurement in Robot-Assisted Endovascular Procedures A Systematic Review.pdf [可用]
1457	7MRLZUQM	journalArticle	LegoBot: Modular, Compact, Device-Agnostic Robot for Endovascular Catheter and Guidewire Manipulation in Stroke Thrombectomy	Weibo Gao; Nitin Srinivasan; Dongming Piao; Qianhe Fan; Miki Guo; Rui Li; Peter Patalano; Hao Su	2026	10.1109/TMECH.2026.3695773	血管介入 / 夹持机构	3	3	C:\Users\Sui\Zotero\storage\5TZA9574\Gao 等 - 2026 - LegoBot Modular, Compact, Device-Agnostic Robot for Endovascular Catheter and Guidewire Manipulatio.pdf [可用] | C:\Users\Sui\Zotero\storage\TPL6D97N\Gao 等 - 2026 - LegoBot Modular, Compact, Device-Agnostic Robot for Endovascular Catheter and Guidewire Manipulatio.zh-CN.dual.pdf [可用] | C:\Users\Sui\Zotero\storage\3LBGMT6K\Gao 等 - 2026 - LegoBot Modular, Compact, Device-Agnostic Robot for Endovascular Catheter and Guidewire Manipulatio.zh-CN.mono.pdf [可用]
1462	JZLY68Y4	journalArticle	Dual Active Tilted Roller Actuation System (DATRAS) with an electromagnetic actuation system for vascular intervention	A. M. Masum Bulbul Chowdhury; Nader Latifi Gharamaleki; Hakjoon Lee; Jin-young Kim; Minsoo Kim; Salvador Pané I Vidal; Sung Won Youn; Hongsoo Choi	2025-04	10.1038/s44182-025-00023-6	血管介入 / 夹持机构	1	1	C:\Users\Sui\Zotero\storage\8MGYQCYQ\Chowdhury 等 - 2025 - Dual Active Tilted Roller Actuation System (DATRAS) with an electromagnetic actuation system for vas.pdf [可用]
1488	6CJGAFH7	journalArticle	LegoBot: Modular, Compact, Device-Agnostic Robot for Endovascular Catheter and Guidewire Manipulation in Stroke Thrombectomy	Weibo Gao; Miki Guo; Rui Li; Peter Patalano; Hao Su			血管介入 / 小论文真正有用的	0	0	
1490	VR9ZGANI	webpage	LH-S09A3微型拉压力传感器-上海力恒传感				血管介入 / 小论文真正有用的	1	1	C:\Users\Sui\Zotero\storage\JHBJ8RP4\detail.html [可用]
1492	HUXVPV2H	webpage	LH-81 动态扭矩传感器-上海力恒传感				血管介入 / 小论文真正有用的	1	1	C:\Users\Sui\Zotero\storage\MWWIZBG3\detail.html [可用]
1494	2RFJTMXG	journalArticle	Novel Design of a Surgical Tool Insertion Robot Using a Chebyshev Lambda Mechanism	SeongHyeon Won; Chanwoo Kim; Yeonho Ko; Junho Hong; Jisu Jeon; Daehie Hong		10.1002/rcs.70095	血管介入 / 夹持机构	0	0	
1495	QVLAZ5ZP	journalArticle	Force calibration for an endovascular robotic system with proximal force measurement	Naveen Kumar Sankaran; Pramod Chembrammel; Thenkurussi Kesavadas		10.1002/rcs.2045	血管介入 / 夹持机构	0	0	
1496	2MQYJXE5	conferencePaper	Reciprocating Operation Method for Vascular Intervention Surgery Robot	Kaidi Wang; Hang Yuan; Yuwen Zeng; Nan Xiao	2020-10	10.1109/ICMA49215.2020.9233703	血管介入 / 夹持往复 | 血管介入 / 夹持机构	5	5	C:\Users\Sui\Zotero\storage\ZDCZ8SYS\Wang 等 - 2020 - Reciprocating Operation Method for Vascular Intervention Surgery Robot.pdf [可用] | C:\Users\Sui\Zotero\storage\JFDSTA8U\Wang 等 - 2020 - Reciprocating Operation Method for Vascular Intervention Surgery Robot.zh-CN.dual.pdf [可用] | C:\Users\Sui\Zotero\storage\J2H78UR8\Wang 等 - 2020 - Reciprocating Operation Method for Vascular Intervention Surgery Robot.zh-CN.mono.pdf [可用] | C:\Users\Sui\Zotero\storage\2QK2PSFI\Wang 等 - 2020 - Reciprocating Operation Method for Vascular Intervention Surgery Robot.zh-CN.mono.pdf [可用] | C:\Users\Sui\Zotero\storage\ZFZGDZ3W\Wang 等 - 2020 - Reciprocating Operation Method for Vascular Intervention Surgery Robot.zh-CN.dual.pdf [可用]
